track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,streams,in_apple_playlists,bpm,key,mode,danceability_%
Daddy Issues,The Neighbourhood,1,2015,10,30,9771,1127468248,42,85,A,Major,59
thought i was playing,21 Savage Gunna,2,2022,1,7,807,60680939,3,148,C,Major,68
ELEVEN,IVE,1,2021,12,1,521,247737946,17,120,A,Major,83
Mood feat Iann Dior,24kgoldn Iann Dior,2,2020,7,24,12854,1699402402,237,91,G,Minor,70
What Else Can I Do,Stephanie Beatriz Diane Guerrero,2,2021,11,19,802,154797871,13,120,E,Major,72
DANCE CRIP,Trueno,1,2021,11,17,731,198883004,14,106,nan,Major,86
Miserable Man,David Kushner,1,2022,1,7,788,124407432,13,110,A,Major,63
happier,Olivia Rodrigo,1,2021,5,21,3069,850608354,25,169,F,Major,39
Praise God,Kanye West,1,2021,8,29,4651,376333030,24,118,C,Major,80
Get Into It Yuh,Doja Cat,1,2021,6,25,4999,516784627,43,92,G,Minor,91
Before You Go,Lewis Capaldi,1,2019,11,1,8327,1608045237,205,112,D,Major,45
Sky,Playboi Carti,1,2020,12,25,3297,506778838,25,140,D,Major,79
Rolling in the Deep,Adele,1,2010,11,29,35684,1472799873,195,105,G,Major,73
Sobrio,Maluma,1,2021,7,8,3506,513643924,103,178,F,Major,76
Peru,Ed Sheeran Fireboy DML,2,2021,12,23,2999,261286503,60,108,G,Minor,96
favorite crime,Olivia Rodrigo,1,2021,5,21,3681,783706581,20,173,A,Major,40
Thunder,Prezioso Gabry Ponte LUMX,3,2021,5,7,4846,422691058,54,101,C,Major,67
The Business,Ti,1,2020,1,1,14311,1062345656,255,120,G,Minor,80
positions,Ariana Grande,1,2020,10,23,8207,1252563873,175,144,nan,Major,73
I WANNA BE YOUR SLAVE,Mne,1,2021,3,19,4873,851070493,65,133,C,Major,75
Vai L Em Casa ,Marlia Mendona George Henrique ,2,2021,10,22,772,263894529,7,158,G,Minor,46
The Feels,TWICE,1,2021,10,1,1150,345903614,20,120,A,Major,81
HEARTBREAK ANNIVERSARY,Giveon,1,2020,2,21,5398,951637566,111,129,nan,Major,61
No Lie,Sean Paul Dua Lipa,2,2016,11,18,7370,956865266,92,102,G,Major,74
OUT OUT feat Charli XCX  Saweetie,Charli XCX Jax Jones Joel Corry Saweetie,4,2021,8,13,6890,427486004,122,124,G,Minor,79
Pope Is a Rockstar,SALES,1,2016,4,20,1966,156658366,4,90,E,Minor,73
2055,Sleepy hallow,1,2021,4,14,2226,624515457,29,161,F,Minor,78
Bored,Billie Eilish,1,2017,3,30,4204,777765388,39,120,G,Major,60
Happier Than Ever  Edit,Billie Eilish,1,2021,7,28,1959,412795151,19,81,nan,Major,45
Astronaut In The Ocean,Masked Wolf,1,2019,1,1,7191,1138474110,146,150,E,Minor,78
Ley Seca,Anuel Aa Jhay Cortez,2,2021,9,2,2012,355219175,101,105,G,Major,76
Every Summertime,NIKI,1,2021,8,10,1211,290228626,30,79,F,Major,63
Talking To The Moon,Bruno Mars,1,2010,10,4,7109,1062956628,5,146,C,Minor,52
you broke me first,Tate McRae,1,2020,4,17,6638,1180094974,167,124,E,Major,64
The Nights,Avicii,1,2014,1,1,17354,1456081449,92,126,F,Major,53
Take My Breath,The Weeknd,1,2021,8,6,6392,432702334,174,121,G,Major,75
Way 2 Sexy with Future  Young Thug,Drake Future Young Thug,3,2021,9,3,5481,489945871,144,136,B,Minor,80
C,Rauw Alejandro,1,2021,6,25,2636,465959382,36,102,A,Minor,77
Enemy  from the series Arcane League of Legends,Imagine Dragons League of Legends Arcane,3,2021,10,27,824,1223481149,8,77,G,Major,73
Dance Monkey,Tones and I,1,2019,5,10,24529,2864791672,533,98,F,Minor,82
Lucid Dreams,Juice WRLD,1,2017,6,15,14749,2288695111,188,84,B,Minor,44
Qu M,J Balvin Maria Becerra,2,2021,1,28,8087,720825549,92,102,G,Major,89
All of Me,John Legend,1,2013,8,1,27221,2086124197,308,120,G,Major,42
Smells Like Teen Spirit  Remastered 2021,Nirvana,1,1991,9,10,49991,1690192927,265,117,C,Major,52
Arcade,Duncan Laurence,1,2019,3,7,6646,991336132,107,72,A,Minor,45
Fair Trade with Travis Scott,Drake Travis Scott,2,2021,9,3,5403,593917618,118,168,C,Major,67
Bar,Tini LGante,2,2021,11,11,755,200972675,22,94,C,Major,52
The Rumbling TV Size,SiM,1,2022,1,10,254,71014967,0,145,G,Major,41
family ties with Kendrick Lamar,Kendrick Lamar Baby Keem,2,2021,8,27,6308,560222750,114,134,C,Major,71
Mr Brightside,The Killers,1,2003,9,23,51979,1806617704,306,148,C,Major,35
BlessedCursed,ENHYPEN,1,2022,1,10,246,77337771,2,127,E,Minor,60
AM Remix,J Balvin Nio Garcia Bad Bunny,3,2021,6,24,6556,528544703,93,172,F,Minor,74
Streets,Doja Cat,1,2019,11,7,5728,865640097,85,90,B,Major,75
Shallow,Lady Gaga Bradley Cooper,2,2018,9,27,16636,2159346687,368,96,G,Major,57
Polaroid Love,ENHYPEN,1,2022,1,10,461,211372494,10,138,G,Minor,74
Leave Before You Love Me with Jonas Brothers,Marshmello Jonas Brothers,2,2021,4,28,4893,651732901,143,120,G,Major,72
Permission to Dance,BTS,1,2021,7,9,1801,608334048,77,125,A,Major,70
Friday feat Mufasa  Hypeman  Dopamine ReEdit,Riton Nightcrawlers Mufasa  Hypeman Dopamine,4,2021,1,15,12043,863756573,209,123,D,Major,82
RAPSTAR,Polo G,1,2021,4,9,4731,797402345,141,81,F,Major,79
Till I Collapse,Eminem Nate Dogg,2,2002,5,26,22923,1695712020,78,171,C,Major,55
Memories,Maroon 5,1,2019,9,20,9974,1759567999,272,91,B,Major,77
Se Le Ve,Arcangel De La Ghetto Justin Quiles Lenny Tavrez Sech Dalex Dimelo Flow Rich Music,8,2021,8,12,1560,223319934,72,84,G,Minor,56
25k jacket feat Lil Baby,Gunna Lil Baby,2,2022,1,7,620,54937991,17,115,F,Minor,90
When Im Gone with Katy ,Katy Perry Alesso,2,2021,12,29,3270,226897599,89,125,nan,Major,69
EsqueaMe Se For C,Marlia Mendona Maiara ,2,2021,10,14,580,258316038,24,122,F,Minor,80
Min,Tini Maria Becerra,2,2021,4,29,3406,596152090,61,92,D,Major,85
S,Anuel Aa Myke Towers Jhay Cortez,3,2021,11,18,903,177129919,30,90,F,Minor,63
MAMIII,Karol G Becky G,2,2022,2,10,6809,716591492,151,94,E,Minor,84
Still DRE,Dr Dre Snoop Dogg,2,1999,1,1,33966,1210599487,141,93,B,Major,81
Stay Alive Prod SUGA of BTS,Jung Kook,1,2022,2,11,590,246376690,4,130,D,Minor,51
Boyfriend,Dove Cameron,1,2022,2,11,3766,496311364,76,180,G,Minor,35
The Joker And The Queen feat Taylor Swift,Ed Sheeran Taylor Swift,2,2022,2,11,1430,146789379,46,134,nan,Major,53
The Next Episode,Dr Dre Snoop Dogg,2,1999,1,1,31762,843309044,142,95,D,Minor,92
Light Switch,Charlie Puth,1,2022,1,19,4049,500340342,119,184,F,Major,69
City of Gods,Kanye West Alicia Keys Fivio Foreign,3,2022,2,11,2096,107255472,34,147,G,Minor,47
Brividi,Mahmood Blanco,2,2022,2,2,1175,135079152,34,123,G,Major,52
Lost,Frank Ocean,1,2012,1,1,29499,822239726,124,123,A,Minor,91
In Da Club,50 Cent,1,2002,1,1,30427,1202722675,235,90,F,Minor,90
shes all i wanna be,Tate McRae,1,2022,2,4,2711,343197054,105,160,D,Minor,61
Ginseng Strip 2002,Yung Lean,1,2013,8,16,4310,240769997,13,115,C,Major,60
All For Us  from the HBO Original Series Euphoria,Labrinth Zendaya,2,2019,8,4,5342,426204830,33,141,D,Major,37
Notion,The Rare Occasions,1,2016,8,5,2393,421135627,22,160,A,Major,31
Formula,Labrinth,1,2019,10,4,3444,554875730,24,145,B,Major,57
Mount Everest,Labrinth,1,2019,6,21,5443,467727006,45,89,nan,Minor,46
Excuses,Intense AP Dhillon Gurinder Gill,3,2020,7,24,272,327498031,7,95,F,Minor,84
Cigarettes,Juice WRLD,1,2021,12,10,975,185408548,11,160,D,Major,60
Cay La Noche feat Cruz Cafun Abhir Hathi Bejo EL IMA,Quevedo La Pantera Juseph Cruz Cafun Bjo Abhir Hathi,7,2022,1,14,1034,245400167,19,174,F,Minor,67
California Love  Original Version Explicit,Dr Dre 2Pac Roger,3,1995,12,28,18773,579395142,128,92,G,Major,77
Forgot About Dre,Eminem Dr Dre,2,1999,1,1,19067,675039469,78,134,G,Major,93
Down Under feat Colin Hay,Luude Colin Hay,2,2021,11,19,3541,252871192,57,172,B,Minor,31
Mujeriego,Ryan Castro,1,2021,12,17,1492,231996128,44,80,A,Major,76
HUMBLE,Kendrick Lamar,1,2017,3,30,33206,1929770265,284,150,C,Minor,91
Stan,Eminem Dido,2,1999,11,21,17115,918915401,83,80,F,Minor,78
Contection,GODZZ Zakaria,2,2020,1,16,6955,1180896317,65,166,A,Minor,81
Swim,Chase Atlantic,1,2017,10,4,2742,498960285,5,120,G,Major,67
A Tu Merced,Bad Bunny,1,2020,2,29,4214,685071800,21,92,nan,Major,86
Numb Little Bug,Em Beihold,1,2022,1,28,2026,258714692,47,85,G,Minor,74
212,Mainstreet Chefin,2,2022,1,15,352,143139338,10,154,D,Minor,79
Problem,Alvaro Diaz Rauw Alejandro,2,2021,10,22,1517,209768491,42,92,D,Minor,73
Bussin,Nicki Minaj Lil Baby,2,2022,2,11,847,64714573,25,140,B,Major,89
Worst Day,Future,1,2022,2,11,910,50746620,20,89,C,Major,65
Malvada,Z Fe,1,2022,1,28,601,154119539,28,135,F,Minor,89
Hrs and Hrs,Muni Long,1,2021,11,19,1800,181328253,43,140,G,Minor,51
Alien Blues,Vundabar,1,2015,7,24,1930,370068639,3,82,D,Major,47
Thinking Out Loud,Ed Sheeran,1,2014,1,1,33032,2280566092,363,79,D,Major,78
Still Dont Know My Name,Labrinth,1,2019,10,4,6332,563902868,47,88,F,Major,31
Christmas Tree,V,1,2021,12,24,509,317622165,8,139,F,Major,44
Mal Feito  Ao Vivo,Marlia Mendona Hugo  G,2,2022,1,14,971,291709698,35,124,nan,Minor,73
When I RIP,Labrinth,1,2019,10,4,2578,203680270,8,80,G,Minor,39
Do We Have A Problem,Nicki Minaj Lil Baby,2,2022,2,4,1064,81350745,42,120,C,Minor,84
Forever,Labrinth,1,2019,10,4,3618,282883169,21,80,E,Minor,56
Gospel with Eminem,Eminem Dr Dre,2,2022,2,4,1040,64787943,8,117,C,Major,92
Seo,Shawn Mendes Camila Cabello,2,2019,6,19,15010,2484812918,453,117,A,Minor,76
NEW MAGIC WAND,Tyler The Creator,2,2019,5,16,4708,461437791,13,140,F,Minor,62
Adore You,Harry Styles,1,2019,12,6,13454,1439191367,246,99,G,Major,68
La Santa,Daddy Yankee Bad Bunny,2,2020,2,29,4890,759208783,52,93,C,Major,74
Something In The Way  Remastered 2021,Nirvana,1,1991,9,24,9514,368646862,45,106,G,Major,44
Sweetest Pie,Dua Lipa Megan Thee Stallion,2,2022,3,11,3501,299634472,69,124,G,Major,81
Bam Bam feat Ed Sheeran,Camila Cabello Ed Sheeran,2,2022,3,4,6111,756907987,185,95,G,Major,76
Una Noche en Medell,Cris Mj,1,2022,1,21,5415,682475162,46,96,A,Minor,87
Envolver,Anitta,1,2021,11,11,4673,546191065,123,92,E,Minor,81
Starlight,Dave,1,2022,3,3,1856,229473310,29,124,G,Major,95
HatiHati di Jalan,Tulus,1,2022,3,3,200,202677468,12,72,F,Major,64
Im Tired  From Euphoria An Original HBO Series,Labrinth,1,2022,2,4,1888,121913181,26,71,nan,Minor,28
DANA,Mc Pedrinho Pedro Sampaio,2,2022,2,1,911,208166039,45,135,A,Minor,78
Yo Voy feat Daddy Yankee,Zion  Lennox,1,2004,5,4,2954,527033089,18,95,A,Major,81
Residente Bzrp Music Sessions Vol 49,Residente Bizarrap,2,2022,3,3,461,94616487,7,71,C,Minor,59
Jordan,Ryan Castro,1,2021,4,30,2844,394030335,29,180,A,Minor,80
Nail Tech,Jack Harlow,1,2022,2,18,2939,193443895,42,150,E,Minor,65
Chale,Eden Mu,1,2022,2,18,695,299648208,16,189,G,Major,55
DARARI,Treasure,1,2022,2,15,328,182978249,10,85,nan,Major,72
Ya No Somos Ni Seremos,Christian Nodal,1,2022,2,18,866,319757142,27,140,G,Major,59
Thinking with My Dick,Kevin Gates Juicy J,2,2013,7,16,1550,109091573,0,81,nan,Major,77
Freaky Deaky,Tyga Doja Cat,2,2022,2,25,1729,153240879,26,104,D,Minor,80
this is what falling in love feels like,JVKE,1,2021,9,3,2005,346127840,16,129,B,Major,42
La Zona,Bad Bunny,1,2020,2,29,1188,312622938,13,94,C,Minor,76
Bohemian Rhapsody  Remastered 2011,Queen,1,1975,10,31,40112,2197010679,321,71,nan,Minor,41
Hope,XXXTENTACION,1,2018,3,16,3659,1200808494,11,146,A,Minor,59
Levitating,Dua Lipa,1,2020,3,27,9833,797196073,233,103,F,Minor,69
Wake Me Up  Radio Edit,Avicii,1,2013,1,1,50887,1970673297,315,124,D,Major,53
jealousy jealousy,Olivia Rodrigo,1,2021,5,21,3257,665765558,10,164,A,Minor,70
Mony so,YEAT,1,2021,9,10,1473,263779030,2,138,D,Major,69
Demasiadas Mujeres,C Tangana,1,2020,10,8,2226,339473453,36,126,A,Minor,67
Something Just Like This,The Chainsmokers Coldplay,2,2017,2,22,23375,2204080728,336,103,B,Minor,61
Closer,The Chainsmokers Halsey,2,2016,5,31,28032,2591224264,315,95,G,Major,75
OO,NMIXX,1,2022,2,22,290,135444283,9,200,B,Minor,39
Somebody That I Used To Know,Gotye Kimbra,2,2011,1,1,42798,1457139296,217,129,nan,Major,86
Toms Diner,AnnenMayKantereit Giant Rooks,2,2019,6,28,2605,236872197,15,98,F,Minor,68
First Class,Jack Harlow,1,2022,4,8,8737,694525298,163,107,G,Major,91
Plan A,Paulo Londra,1,2022,3,23,1105,240661097,32,174,nan,Major,58
Fuera del mercado,Danny Ocean,1,2022,2,17,2499,421365166,68,92,G,Major,45
X LTIMA,Daddy Yankee Bad Bunny,2,2022,3,25,2697,349746291,55,90,G,Major,81
When Youre Gone,Shawn Mendes,1,2022,3,31,2092,255120451,75,147,F,Major,60
In My Head,Lil Tjay,1,2022,4,1,1185,190981339,21,143,C,Major,68
Wait a Minute,Willow,1,2015,1,11,11985,924193303,79,101,D,Minor,76
LOVE DIVE,IVE,1,2022,4,5,753,305771063,28,118,C,Minor,70
Pantysito,Feid Alejo Robi,3,2022,3,18,2995,273005485,49,98,G,Minor,83
Chance,Paulo Londra,1,2022,4,6,225,89566512,11,138,C,Minor,72
Cool for the Summer,Demi Lovato,1,2015,1,1,9243,677389855,155,114,F,Minor,59
psychofreak feat WILLOW,Camila Cabello Willow,2,2022,4,7,918,75476209,24,180,G,Minor,63
Angel Baby,Troye Sivan,1,2021,9,9,1959,408843328,52,145,B,Major,56
Vampiro,Matu Wiu ,3,2022,1,30,540,187772591,26,115,G,Minor,78
Si Quieren Frontear,De La Ghetto Duki Quevedo,3,2022,3,31,859,178512385,14,82,A,Major,79
Right On,Lil Baby,1,2022,4,8,1116,101780047,31,166,D,Major,70
Me Arrepent,Ak420 Cris Mj Pailita,3,2022,3,30,273,118381354,12,92,nan,Major,86
Thats Hilarious,Charlie Puth,1,2022,4,8,686,146363130,11,108,F,Major,71
Soy El Unico,Yahritza Y Su Esencia,1,2022,3,25,226,126443991,5,84,E,Minor,71
RUMBAT,Daddy Yankee,1,2022,3,25,1264,157990698,20,95,D,Minor,69
sentaDONA Remix s2,Lusa Sonza MC Frog Dj Gabriel do Borel Davi K,4,2022,3,17,870,176290831,32,135,D,Minor,93
Falling,Harry Styles,1,2019,12,13,7556,1023187129,124,110,E,Major,57
Sigue,Ed Sheeran J Balvin,2,1996,11,24,1370,106933107,46,88,G,Major,89
Fim de Semana no Rio,teto,1,2022,3,30,315,139193812,27,119,C,Minor,87
MANIAC,Stray Kids,1,2022,3,18,651,212234990,6,120,C,Major,58
Theres Nothing Holdin Me Back,Shawn Mendes,1,2016,9,23,12382,1714490998,229,122,D,Major,86
IDGAF with blackbear,Blackbear BoyWithUke,2,2022,3,18,625,197643795,10,98,F,Major,78
Golden,Harry Styles,1,2019,12,13,8429,807015863,85,140,E,Minor,45
Get Lucky  Radio Edit,Pharrell Williams Nile Rodgers Daft Punk,3,2013,1,1,52898,933815613,203,116,F,Minor,79
Aint Shit,Doja Cat,1,2021,6,25,3436,499710590,32,124,D,Major,86
Nobody Like U  From Turning Red,Jordan Fisher Josh Levi Finneas OConnell 4TOWN From Disney and Pixars Turning Red Topher Ngo Grayson Vill,6,2022,2,25,918,120847157,34,105,A,Minor,91
Still Life,BIGBANG,1,2022,4,5,181,53909146,16,118,G,Major,68
Photograph,Ed Sheeran,1,2014,6,20,18778,2236667932,228,108,E,Major,61
Love Yourself,Justin Bieber,1,2015,11,9,22730,2123309722,289,100,E,Major,61
N95,Kendrick Lamar,1,2022,5,13,5542,301242089,52,140,D,Minor,81
About Damn Time,Lizzo,1,2022,4,14,9021,723894473,242,109,A,Minor,84
Die Hard,Kendrick Lamar Blxst Amanda Reifer,3,2022,5,13,4627,237351106,38,101,C,Minor,78
Despus de la P,Bad Bunny,1,2022,5,6,2229,461558540,27,78,F,Major,56
Un Ratito,Bad Bunny,1,2022,5,6,1112,417230415,7,93,nan,Minor,79
United In Grief,Kendrick Lamar,1,2022,5,13,2575,156898322,4,87,G,Major,52
Father Time feat Sampha,Kendrick Lamar Sampha,2,2022,5,13,3107,127309180,4,153,A,Minor,55
Yo No Soy Celoso,Bad Bunny,1,2022,5,6,1179,313113297,7,142,nan,Major,87
Rich Spirit,Kendrick Lamar,1,2022,5,13,3486,173702135,20,96,A,Minor,85
Cooped Up with Roddy Ricch,Post Malone Roddy Ricch,2,2022,5,12,2942,271666301,42,125,nan,Major,50
Me Fui de Vacaciones,Bad Bunny,1,2022,5,6,1443,305650299,9,85,A,Major,71
Silent Hill,Kendrick Lamar Kodak Black,2,2022,5,13,3028,123216717,22,140,C,Minor,92
La Corriente,Tony Dize Bad Bunny,2,2022,5,6,1796,479655659,8,196,B,Minor,66
Count Me Out,Kendrick Lamar,1,2022,5,13,2729,126191104,3,134,G,Major,78
Andrea,Buscabulla Bad Bunny,2,2022,5,6,1195,344055883,8,103,C,Minor,80
Dos Mil 16,Bad Bunny,1,2022,5,6,892,338422004,10,130,C,Major,82
We Cry Together,Kendrick Lamar Taylour Paige,2,2022,5,13,1635,68895644,4,108,B,Major,65
Savior,Kendrick Lamar Sam Dew Baby Keem,3,2022,5,13,2291,86176890,9,123,G,Major,61
Un Coco,Bad Bunny,1,2022,5,6,1029,403231558,5,152,B,Major,84
Otro Atardecer,Bad Bunny The Mar,2,2022,5,6,1681,319546754,10,108,D,Major,78
Worldwide Steppers,Kendrick Lamar,1,2022,5,13,1480,61739839,1,72,A,Minor,56
Aguacero,Bad Bunny,1,2022,5,6,829,283359161,4,121,F,Minor,86
Purple Hearts,Kendrick Lamar Ghostface Killah Summer Walker,3,2022,5,13,2308,76831876,7,138,D,Minor,57
Un Verano Sin Ti,Bad Bunny,1,2022,5,6,1004,283332261,8,188,F,Minor,50
ULTRA SOLO,Polima WestCoast Pailita,2,2022,2,14,1367,307752576,48,110,C,Major,80
Ensame ,Bad Bunny,1,2022,5,6,1112,279737940,7,105,G,Major,81
El Apag,Bad Bunny,1,2022,5,6,1209,212351890,9,118,G,Major,63
Callaita,Bad Bunny Tainy,2,2019,5,31,9539,1304313953,162,176,D,Major,61
Dua Lipa,Jack Harlow,1,2022,5,6,1992,150500965,35,158,B,Major,83
Agosto,Bad Bunny,1,2022,5,6,897,246127838,6,115,C,Minor,85
House Of Memories,Panic At The Disco,1,2016,1,15,2948,582863434,10,110,B,Minor,51
Mr Morale,Kendrick Lamar Tanna Leone,2,2022,5,13,1860,58687425,1,174,A,Major,73
That That prod  feat SUGA of BTS,PSY Suga,2,2022,4,29,802,212109195,16,130,E,Major,91
In The Stars,Benson Boone,1,2022,4,29,2224,382199619,48,78,A,Major,36
Rich  Interlude,Kendrick Lamar,1,2022,5,13,1103,41210087,0,104,G,Major,44
SUPERMODEL,Mne,1,2022,5,13,2265,231657891,93,121,G,Major,64
Stefania Kalush Orchestra,KALUSH,1,2022,3,10,555,53729194,10,105,D,Major,83
Thousand Miles,The Kid Laroi,1,2022,4,22,2050,244741137,52,81,G,Major,38
Crown,Kendrick Lamar,1,2022,5,13,1493,42485571,2,170,C,Minor,37
Auntie Diaries,Kendrick Lamar,1,2022,5,13,1545,37778188,1,78,G,Major,43
PUFFIN ON ZOOTIEZ,Future,1,2022,4,29,2350,254218729,28,125,G,Major,88
Mirror,Kendrick Lamar,1,2022,5,13,1929,53603447,2,92,E,Minor,66
Beautiful Girl,Luciano,1,2022,4,22,710,160035717,16,140,B,Minor,84
Paulo Londra Bzrp Music Sessions Vol 23,Bizarrap Paulo Londra,2,2022,4,25,928,164163229,19,96,nan,Major,61
Savior  Interlude,Kendrick Lamar,1,2022,5,13,1194,37091576,0,118,F,Minor,66
Pasoori,Shae Gill Ali Sethi,2,2022,2,6,349,284249832,10,92,B,Minor,71
Mother I Sober feat Beth Gibbons of Portishead,Kendrick Lamar Beth Gibbons,2,2022,5,13,1890,33381454,3,140,G,Minor,49
TUS LGR,Sech Mora,2,2022,4,1,1308,184622518,23,174,C,Major,68
Where Did You Go,MNEK Jax Jones,2,2022,1,26,4531,300983101,135,127,A,Major,77
I Tried to Tell Yall,Ugly Dray Tesla Jnr,2,2022,5,6,1657,121077868,15,96,B,Major,71
Honest feat Don Toliver,Justin Bieber Don Toliver,2,2022,4,29,1351,106919680,26,150,G,Minor,82
ZOOM,Jessi,1,2022,4,13,608,136996305,5,100,F,Major,87
SloMo,Chanel,1,2021,12,24,1211,65719930,31,105,C,Minor,73
FEARLESS,LE SSERAFIM,1,2022,5,2,629,229497852,18,104,G,Major,86
10 Things I Hate About You,Leah Kate,1,2022,3,23,1301,185550869,23,154,G,Major,54
SPACE MAN,Sam Ryder,1,2022,2,22,1329,54682594,42,80,B,Major,47
With you,HA SUNG WOON Jimin,2,2022,4,24,343,240580042,4,150,D,Major,53
Iris,The Goo Goo Dolls,1,1998,3,31,13101,1284942608,137,156,B,Minor,32
The Heart Part 5,Kendrick Lamar,1,2022,5,8,2939,71423324,29,98,G,Minor,76
San Lucas,Kevin Kaarl,1,2019,11,7,407,244891912,5,92,G,Major,58
This Love Taylors Ve,Taylor Swift,1,2022,5,6,1492,132171975,26,144,E,Major,47
Good Looking,Suki Waterhouse,1,2017,10,20,2264,184706613,11,150,E,Major,37
Flowers,Lauren Spencer Smith,1,2021,8,9,801,184826429,42,138,D,Major,70
Yet To Come,BTS,1,2022,6,10,829,302006641,32,172,C,Major,56
Run BTS,BTS,1,2022,6,10,736,330881149,5,77,G,Major,72
Music For a Sushi Restaurant,Harry Styles,1,2022,5,20,4449,334733572,80,107,B,Major,72
Matilda,Harry Styles,1,2022,5,20,3218,366214458,29,114,D,Major,51
For Youth,BTS,1,2022,6,10,327,114546317,5,117,D,Major,63
Daylight,Harry Styles,1,2022,5,20,2775,290833204,21,146,nan,Major,69
Vegas From the Original Motion Picture Soundtrack ELVIS,Doja Cat,1,2022,5,6,4576,448500832,79,160,G,Minor,80
Cash In Cash Out,Pharrell Williams Tyler The Creator 21 Savage,4,2022,6,10,2313,136676504,34,120,G,Major,88
Potion with Dua Lipa  Young Thug,Calvin Harris Dua Lipa Young Thug,3,2022,5,27,3983,190625045,73,100,B,Minor,82
Born Singer,BTS,1,2022,6,10,279,79095270,0,158,G,Minor,60
Little Freak,Harry Styles,1,2022,5,20,2302,273194684,20,142,D,Major,56
La Llevo Al Cielo Ft engo F,Nengo Flow Anuel Aa Chris Jedi Chencho Corleone,4,2022,5,20,3559,333146475,36,170,A,Minor,80
True Love,Kanye West XXXTENTACION,2,2022,5,27,2129,194902696,23,84,F,Minor,71
Satellite,Harry Styles,1,2022,5,20,3291,311482393,43,139,nan,Major,58
Pass The Dutchie,Musical Youth,1,1982,1,1,5328,195918494,54,151,G,Major,73
Villano Antillano Bzrp Music Sessions Vol 51,Bizarrap Villano Antillano,2,2022,6,8,1401,248511839,26,128,C,Minor,82
Love Of My Life,Harry Styles,1,2022,5,20,1933,233671263,13,118,G,Major,56
Grapejuice,Harry Styles,1,2022,5,20,1986,199587884,7,183,F,Major,65
So Good,Halsey,1,2022,6,9,1057,91781263,51,83,D,Minor,63
Belly Dancer,BYOR Imanbek,2,2022,2,18,5115,383835984,109,122,C,Major,85
Keep Driving,Harry Styles,1,2022,5,20,2094,236060709,8,165,A,Major,72
Cinema,Harry Styles,1,2022,5,20,2171,189236868,18,106,A,Minor,83
Die Young feat 347aidan,Sleepy hallow 347aidan,2,2022,5,25,896,160845341,19,77,B,Major,81
Only Love Can Hurt Like This,Paloma Faith,1,2014,1,1,5148,588955257,90,91,G,Major,57
Hold My Hand,Lady Gaga,1,2022,5,3,2528,238350348,63,148,G,Major,51
Daydreaming,Harry Styles,1,2022,5,20,1900,187703102,15,114,E,Minor,71
Numb,Marshmello Khalid,2,2022,6,10,3879,295307001,107,120,nan,Minor,91
Nos Comemos feat Ozuna,Ozuna Tiago pzk,2,2022,6,2,896,138334433,0,92,F,Major,83
Me and Your Mama,Childish Gambino,1,2016,11,10,8775,445590495,33,118,F,Major,56
Crazy What Love Can Do,David Guetta Ella Henderson Becky Hill,3,2022,3,18,5290,286739476,139,123,E,Minor,60
SLOW DANCING IN THE DARK,Joji,1,2018,9,12,10211,1122364376,38,89,D,Major,52
Antes de Perderte,Duki,1,2022,6,2,584,157136970,12,110,F,Minor,81
Boyfriends,Harry Styles,1,2022,5,20,1517,137070925,26,118,nan,Major,42
295,Sidhu Moose Wala,1,2021,5,15,246,183273246,4,90,B,Minor,68
Tak Ingin Usai,Keisya Levronka,1,2022,5,13,220,184807630,16,130,nan,Major,49
En El Radio Un Cochinero,Victor Cibrian,1,2022,5,13,514,164856284,5,154,F,Minor,70
Master of Puppets Remastered,Metallica,1,1986,3,3,6080,704171068,112,105,E,Minor,54
BREAK MY SOUL,Beyonc,1,2022,6,21,9724,354614964,222,115,C,Minor,70
ULTRA SOLO REMIX,De La Ghetto Feid Polima WestCoast Paloma Mami Pailita,5,2022,6,16,2341,279717388,37,110,C,Major,91
Massive,Drake,1,2022,6,17,5263,195628667,66,125,E,Minor,51
Betty Get Money,Yung Gravy,1,2022,6,10,2402,221752937,45,102,C,Major,73
Ojos Marrones,Lasso,1,2022,2,6,795,263280370,26,120,G,Minor,81
POP,Nayeon,1,2022,6,24,571,213505179,19,97,D,Major,80
Layla,Schrze DJ R,2,2022,3,24,832,130419412,18,140,F,Minor,44
MORE,jhope,1,2022,7,1,565,155795783,6,97,D,Major,78
Sweet Child O Mine,Guns N Roses,1,1987,1,1,41231,1553497987,228,125,F,Major,45
Last Last,Burna Boy,1,2022,5,12,4526,293466523,156,88,D,Minor,80
SNAP,Rosa Linn,1,2022,3,19,1818,711366595,3,170,nan,Major,56
Sticky,Drake,1,2022,6,17,2814,191448892,38,137,A,Minor,88
Hot Shit feat Ye  Lil Durk,Kanye West Lil Durk Cardi B,3,2022,7,1,1601,85924992,11,157,A,Major,88
Ai Preto,L7nnon DJ Biel do Furduncinho Bianca,3,2022,6,3,894,176103902,28,130,F,Major,95
La Loto,Anitta Tini Becky G,3,2022,7,6,945,121189256,49,90,C,Major,85
die first,Nessa Barrett,1,2022,6,24,767,131746175,25,183,G,Minor,44
Afraid To Feel,LF System,1,2022,5,2,5898,244790012,129,128,C,Major,58
Baile no Morro,Mc Vitin Da Igrejinha MC Tairon DJ Win,3,2022,6,10,685,129314708,17,130,D,Minor,71
